,caption,date,customer,rating,transcript
120,Excellent service, December 2020,Mayank Chauhan,5.0,"<q class=""IRsGHoPm"">
 <>
  Really Good service given by the team specially rajat verma more power to itc mughal  Gym Is also good over there, could burn some good calories over there,The food and coffee house is extremely good will give a next visit soon
 </>
</q>"
121,Great experience, December 2020,Priya,5.0,"<q class=""IRsGHoPm"">
 <>
  Excellent hotel with one of the best services. Richlook rooms and food is simply superb. Special note to Rajat Verma for taking care of us. Surely will visit the place soon and not to forget, the gardens !!! Need one entire day spend there.
 </>
</q>"
122,Family short trip, December 2020,Nishant Ahuja,5.0,"<q class=""IRsGHoPm"">
 <>
  Extremely courteous staff and well organized. Every guest given personal attention. Super service by all staff naming a few gajender ji, omveer ji and others. Very planned private dinner next to the pool.
 </>
</q>"
123,Cousions wedding, December 2020,D_K,5.0,"<q class=""IRsGHoPm"">
 <>
  My cousion selected this hotel for his wedding and i must say it was a great choice .Rooms were spacious, well maintained property and lovely gardens. Check in and check out all were hassel free, food served was delicious with immpecable service.
 </>
</q>"
124,Best wedding destination..., December 2020,MohitV,5.0,"<q class=""IRsGHoPm"">
 <>
  We stayed in ITC Mughal with a wedding and fallen love with this property. Great landscape, beautiful rooms and very cooperative staff. Team Front office and service goes all the way to ensure guest satisfaction. Will surely recommend the property to others nd might come back soon.
 </>
</q>"
125,Excellence at its best, December 2020,Cool hunk,5.0,"<q class=""IRsGHoPm"">
 <>
  The best hotel I could have been to with my group. Simply the wonderful property with super aswsem staff at your service, Special thanks for the top not support and help of Rajat Verma, Bhavya Malhotra, Jyoti Sikka for being there as pillars always.  Will definitely visit again and again
 </>
</q>"
126,Best location for the wedding..., December 2020,Mayank,5.0,"<q class=""IRsGHoPm"">
 <>
  We were there in recent days for a wedding and found this lovely property best for the wedding celebration... We hv been visiting others hotels as well but the services over here is outstanding... Thanks to the entire team to make such beautiful arrangements. Rajat Duty Manager was really very helpful to ensure every minute requirements been fulfilled.
 </>
</q>"
127,Excellent Stay, November 2020,jasmeet s,5.0,"<q class=""IRsGHoPm"">
 <>
  Stayed at the ITC Mughal for 4 days with family. They were very careful about sanitation and covid checks at the entrance as well as in the restaurants. The Mughal Suites were spacious and clean.  The hotel is conveniently located and is especially close to Taj Mahal and the Agra Fort.  Great breakfast spread at Taj Bano. For lunch and dinner both a la carte as well as buffet/set menus were available, both of which were very good.  Would definitely go back!
 </>
</q>"
128,A great experience, November 2020,puneetmanchanda,5.0,"<q class=""IRsGHoPm"">
 <>
  Excellent hotel, excellent food, excellent hospitality, very good rooms.  The food is simply great. Great hospitality by the staff. Peshawari restaurant is a must for great Indian food .  A well maintained huge property
 </>
</q>"
129,Great service, December 2020,Roshani Mirchandani,5.0,"<q class=""IRsGHoPm"">
 <>
  Taj Bano is a must visit restaurant, with a variety of food available it's great quality. Mr. Anwar is really hospitable and made us feel very comfortable, the service was excellent. Mr Anwar's hospitality touched my heart 👍
 </>
</q>"
130,Superb hotel, December 2020,Helloi,5.0,"<q class=""IRsGHoPm"">
 <>
  We came for wedding group, luxury hotel with best of services and hygiene the Mughal follows.  Food was simply great. Brilliant staff at reception and special thanks to Rajat for ensuring checkin to check out .   Everyone in our team and family were take best care.  Regards.
 </>
</q>"
131,Amazing & helpful team, December 2020,Subbo,5.0,"<q class=""IRsGHoPm"">
 <>
  We were here for the event .. a wedding function The hotel was lovely, plus the staff was very helpful. We were assisted at every point by the hotel staff .  Great hospitality Would definitely come back to for more stays and functions in the hotel  Special mention to the front office team members ..  Ankit, ajay vishwas jayant Hemendra  Jabbar chaturi laal all were helpful
 </>
</q>"
132,Team at the bell desk was brilliant, December 2020,Rahulthakur,5.0,"<q class=""IRsGHoPm"">
 <>
  The hotel had wonderfull staff । special mentions to the team at the bell desk they were absolutely brilliant  Very prompt, excellent with the baggage  assistance  Names : jabbar Hussain &amp; chaturi lal  Team front desk was very helpful  Ankit ,ajay ,Jayant, hemender very helpful
 </>
</q>"
133,ITC Mughal , November 2020,Gurpreet Uppal,5.0,"<q class=""IRsGHoPm"">
 <>
  Much recommended - The Hospitality of front office and Food n Beverage at all levels is indeed commendable -  We always have had a good and comfortable experience at ITC Mughal .  It’s like Home away from Home for us whenever we visit this property .  The staff is very helpful and courteous too
 </>
</q>"
134,Excellent Stay and Very Cooperative Staff, November 2020,Saurabh Mehta,5.0,"<q class=""IRsGHoPm"">
 <>
  Fantastic staff. We were well looked after by the very professional staff team throughout the hotel.   Would like to to say a big thank you to the Restaurant team as they were superb and food was awesome. The hotel was fabulous and very clean.  Plenty of choices served for breakfast buffet. We really miss the fun to enjoy the pool, which was closed due to Covid situation.   Exceptionally well measures followed in terms of hygiene in this Covid situation.  Thanks for taking care of us.
 </>
</q>"
135,Perfect getaway , December 2020,Sahil B,5.0,"<q class=""IRsGHoPm"">
 <>
  Had a brilliant stay.  Really happy to see all the precautions that were being taken to counter the covid situation. We could sense the awareness amongst the employees and the training incorporated to them. Kudos to the hotel and it's management.
 </>
</q>"
136,ITC MUGHAL AGRA. AN UNDOUBTEDLY SURE SHOT SAFE AND ASSURED RESORT PROPERTY TO VISIT., November 2020,Jaswinder singh,5.0,"<q class=""IRsGHoPm"">
 <>
  The visit was awsome throughout !! Special attention by mr. Das for package choice amd ultimate fooding by Restaurant manger ms. Mehak who looked very deep into great service and Taste well managed by Chef Ashmit. It was a family visit for a change, in such covid situation but there Moto ""we Assure"" is very true. Its a new normal and this hotel is very well guarded and upgraded for the same as per Guidelines.  My personal advice to them who are really wanting a change can definitely book a stay !!
 </>
</q>"
137,Itc Agra, December 2020,Shruti P,5.0,"<q class=""IRsGHoPm"">
 <>
  Visited ITC Agra few days back. As always Mr. Sanjoo, at the front office took  care of all our requirements. Even though the hotel was booked due to a wedding there, he managed to get us a great view Palace chamber room overlooking the lovely pool. ITC never fails to amaze me with their hospitality-Everything was just perfect.  Not to forget, All Covid precautions were being taken care of really well.   Thanks for making my Anniversary so memorable.
 </>
</q>"
138,Taj Bano Resturant, December 2020,Rashmi mehan,5.0,"<q class=""IRsGHoPm"">
 <>
  We had evening snacks at The Taj Bano Resturant and it was really delicious. The hospitality of Mr Anwar at the resturant was amazing. He was kind enough to customise the food as per our requirements and taste.
 </>
</q>"
139,Brilliant hospitality, December 2020,Abhaijeet,5.0,"<q class=""IRsGHoPm"">
 <>
  Stayed at the hotel as part of the wedding, I must compliment the courteous and professional staff at the Hotel. I would like to mention Mr. Manocha the FO manager and Mr. Bhavya , they were great and are an asset to the Hotel.
 </>
</q>"
140,Dinner at Taj Bano, December 2020,Rhea C,5.0,"<q class=""IRsGHoPm"">
 <>
  We had a lovely dinner by the Peshwari restaurant served in Taj Bano. The food quality was great and the service was exceptional by Chef Anwar. I felt like I was at either Delhi Bukhara or mumbai Peshawari. My birthday celebrations were made extra special as the servers presented me with a cake. Would highly recommend it.
 </>
</q>"
141,Wonderful stay, December 2020,Srivastava,5.0,"<q class=""IRsGHoPm"">
 <>
  We are staying in ITC Mughal agra, It's a beautiful hotel with huge gardens,well maintained property and well trained staff,Covid protocols are being followed very very strictly in the hotel,We would love to visit the property again.highly recommended.Special thanx to Mr.vinay &amp; priya, Sanjoo &amp; poornima,Their fronk desk team is really helpful &amp; would like to thanx Rais also ( Fronm house keeping).
 </>
</q>"
142,Great Place to be at...., November 2020,Neel,5.0,"<q class=""IRsGHoPm"">
 <>
  I was there for a wedding, and couldn't say that I can find a better place to stay and explore hospitality. ITC truly brings colors of hospitality by making their guest feel ""at home"" at all levels. Being busy in the function couldn't get much of chances to interact with people serving you around but with whom so ever I interacted were amazing, polite and kind enough to help you in every possible manner. Check in was smooth credit goes to Hemendra and Ajay. Check out was quick and hassle free because of Rajat and Mohita. Baggage was handled like professionals by Jabbar and Charuti. I will surely visit again for a longer duration to experience ITC charm.
 </>
</q>"
143,Covid holiday, November 2020,293renishas,5.0,"<q class=""IRsGHoPm"">
 <>
  It was a safe trip, enjoyed the rooms and food even in corona ,it felt safe but missed the air conditioning. The food was good and the hospitality was generous.  Will recommend for a short trip from Delhi to Agra for weekend 😊
 </>
</q>"
144,Great Hospitality, November 2020,Jasleen Kaur,5.0,"<q class=""IRsGHoPm"">
 <>
  ITC Mughal ended up to be the perfect choice for us.The staff was extremely courteous and helpful.On our arrival we had a warm welcome by Mr.Ankit Manicha (FOM) and Mr.Bhavya Malhotra(F&amp;B).It felt like home from the very beginning. The room was decorated beautifully decorated by Ms. Akancha Pandey (Asst HK Manager).
 </>
</q>"
145,You can’t go wrong with the itc mughal!!, December 2020,Dhruv P,5.0,"<q class=""IRsGHoPm"">
 <>
  Came here for a 3 night/4day holiday with my wife and 1 year old daughter. Starting from the safety standards, food, amenities everything was top notch. We had the all inclusive package which meant we had the cocktail hour on offer every evening which was a bonus!! Henceforth whenever I come to Agra or I know any of my friends and family are coming here, we wouldn’t stay anywhere else but here. Mr Trevor a stalwart of this hotel is one who makes the difference between why people would want to stay at the itc not at the oberoi or taj. In mine and my families eyes, he is just as monumental as the view of the Taj Mahal. Having travelled internationally a lot we have never come across a gentleman who never ceases to go the extra mile just to ensure the guest feels at home(in a good
 </>
 <>
  …
 </>
</q>"
146,Annivesary dinner, December 2020,Bharatia89,5.0,"<q class=""IRsGHoPm"">
 <>
  It was a pleasant experience provided by mehak and amit who took care of our needs personally and handled everything very well  And special mention of Mr Jayesh who helped me find my valuable that had been left int the property   Well done team itc mughal  Nice hospitality Highly recommended
 </>
</q>"
147,Best Stay Ever!, November 2020,Varun Gupta,5.0,"<q class=""IRsGHoPm"">
 <>
  We were traveling from Lucknow and decided to stay at ITC Mughal on November 29th and I'm glad that we made this decision. The duty manager Rajat Verma was extremely helpful and we checked in without any hassle. He was very polite, kind and soft spoken and so were the other staff members. I usually stay in suite whenever I travel and their Mughal Suite is the best I've ever been to. I'm not very fond of buffet at luxury hotels but to my surprise, I had a wonderful experience with Dinner and Breakfast buffet during our stay. I'm surely going to come back to this hotel to experience such a great hospitality again!
 </>
</q>"
148,Best hotel and hospitality, November 2020,tanvi g,5.0,"<q class=""IRsGHoPm"">
 <>
  Till date this is the best hotel I ever stayed. The duty manager (rajat Verma) is very polite n kind person and made a stay pretty good. In dinner I like dal makhani and black forest cake and in breakfast I love the dosa.i am eagerly waiting for my next stay in ITC MUGHAL
 </>
</q>"
149,Wedding event, November 2020,Ansh chugh,5.0,"<q class=""IRsGHoPm"">
 <>
  Visited the property for a destination wedding, the entire itc team was on its toes. Jyoti Chitkara &amp; Bhavya Malhotra  from ITC Mughal are assets of the property. Food top class, service top class, hospitality top class.  Covid guidelines were religiously followed.
 </>
</q>"
150,Best, November 2020,Sjindal,5.0,"<q class=""IRsGHoPm"">
 <>
  Excel hotel very good services.   Staff was very helpful and kind  Ankit Manocha and Rajat Verma were super great and big support with smile  Will surely recommend this place to everyone and have also posted on other social media
 </>
</q>"
151,Wedding, November 2020,Sanchit jain,5.0,"<q class=""IRsGHoPm"">
 <>
  The staff and hotel were amazing. Its been a wonderful experience with itc mughal agra. The food , hospitality was amazing. I would really love to visit itc mughal again. And also its a perfect wedding destination.
 </>
</q>"
152,ITC Mughal lives up to its name., November 2020,Paramjeet Singh,4.0,"<q class=""IRsGHoPm"">
 <>
  The red brick building surrounded by sprawling gardens with fountains and lots of green area spread across 23 acres of land gives the feel of living in a Mughal fort or a palatial complex.  The basic category rooms (The Tansen Suits in Jahangir Mahal area) are not very big, and have a very basic but neat bathrooms. We did find the shower area a bit too narrow. And there was very less space in the closed/dressing area to keep your luggage. But if you want to enjoy real luxury, and can afford it, we recommend their Grand Presidential Suit, which has a bigger room, a lobby area, a personalised spa room where two people can receive a private massage, a personal sauna and a private swimming pool.  A small problem that we noticed was that the property is huge and has many rooms &amp;
 </>
 <>
  …
 </>
</q>"
153,Wedding, November 2020,Ashish,5.0,"<q class=""IRsGHoPm"">
 <>
  Royal and clean interiors with beautiful lawns &amp; Greenery. Good Breakfast &amp; best service by Coffee Bar incharge Omveer Singhji. The hotel is completely following covid precautions with all the members wearing mask &amp; gloves all the time
 </>
</q>"
154,They helped me pull off my first surprise to my wife!!, November 2020,Anuj,5.0,"<q class=""IRsGHoPm"">
 <>
  After 8 months of marriage, living in different countries for the most of it owing to covid and travel restrictions, this was our first trip post Feb 2020. ITC Mughal ended up being the perfect choice for us..The staff was extremely courteous, helpful and reaching out to ensure we had a comfortable stay and our requests were fulfilled. For that I will make sure that I thank everyone personally.   A big thank you to the front desk staff - Vishwas (for giving us our room on time even though it was early), Mohita for being ever so responsive at the desk, and Ankit for helping out with my surprise and how to go about it. Sonpal in Laundry was crucial to my surprise and he made sure that it went off as planned, please do thank him on my behalf.   Please also thank and apologise to
 </>
 <>
  …
 </>
</q>"
155,Wedding at ITC, November 2020,Upendra,5.0,"<q class=""IRsGHoPm"">
 <>
  A great venue for wedding and also vacation. Amazing property with nice gardens around.  Special thanks to Rajat Verma and Priya for taking care of the entire family.  Also luggage team helped us a lot.
 </>
</q>"
156,Good hotel, November 2020,Khand78,5.0,"<q class=""IRsGHoPm"">
 <>
  Very good hotel food and service.  Very clean and hygienic place.  Rajat at checkin, was very quick and nice. Supported ther group for everything.  The banquets was also good bhavya was super good.  Loved the visit to mughal
 </>
</q>"
157,Wedding, November 2020,Sumit,4.0,"<q class=""IRsGHoPm"">
 <>
  It was a Grt stay with ITC MUGHAL.. hats off to there managment for providing excellent service.. property was Beautiful too. Buffet was lavish n gud in taste, will recomend to close ones to stay there whenever they r coming to Agra..
 </>
</q>"
158,A perfect wedding destination, November 2020,Rach567,5.0,"<q class=""IRsGHoPm"">
 <>
  Been to Mughal for my brother’s wedding. It was an excellent choice for stay and loved the food   At check in Rajat and Priya very very helpful and warm welcome was done.  Great hospitality by the team for everything
 </>
</q>"
159,Astonishing resort, November 2020,Monika,5.0,"<q class=""IRsGHoPm"">
 <>
  Extremely well planned event organised recently at this beautiful resort itc mughal agra, services were impeccable, how hard the management has worked to plan such safety plans and protocols which were stringently followed by each employee.  Definitely recommending for your events and leisure trips.  Thankyou hemendra for putting our wedding plans precisely the way we as family wanted.
 </>
</q>"
160,Best assistance, November 2020,Mahima Luthra,5.0,"<q class=""IRsGHoPm"">
 <>
  Got to meet the amazing staff of the hotel. Generous, humble and so so hospitable.   Ps. Get your check-ins done by Hemendra ji and Ajay ji 😉gems for the itc  A perfect place for a wedding destination will surely miss agra
 </>
</q>"
161,Wedding organised beautifully, November 2020,Mahima,5.0,"<q class=""IRsGHoPm"">
 <>
  We had organised a wedding of nearly 100 people and the experience was hassle free and with strict following of protocols. All Team members however like Hemendra , priyanka,sanjoo and Ajay were extremely helpful and was a great aid in organising this lifetime event.  Thankyou to itc for their 'we assure' initiative for ensuring our safety remain intact.   Looking forward to visit again. Cheers to all for looking after us as their own.
 </>
</q>"
162,Superb Hospitality, November 2020,Nik,4.0,"<q class=""IRsGHoPm"">
 <>
  While we were really underwhelmed with the accomodation, meals on our first day of stay at the hotel, it tremendously improved thereafter following our discussion with senior the hotel general manager, Mr. Samir. He insisted on us giving the hotel another chance and personally looked after improving our stay. He was also kind enough to arrange for a beautiful dinner for me and my wife.  Additionally, special mention to Mr. Amit Sharma who is part of the restaurant team at the hotel. His working experience allowed him to recommend the right dishes to us, he was sincere, extremely respectful and highly dedicated to serving us. Loved the hospitality.  Overall, an underwhelming start but made it turned out to be an extremely comfortable and enjoyable stay, thanks to Mr. Samir and
 </>
 <>
  …
 </>
</q>"
163,Real ITC experience , January 2020,krishnasumanth,4.0,"<q class=""IRsGHoPm"">
 <>
  We stayed in itc mughal for 3days during January 2020.  Entrance garden and water bodies are well maintained.   Huge reception area with mughal architecture looks beautiful.   We opted for a mughal room, room is spacious with views of garden and lawns.  Breakfast spread has all the options,  lunch and dinner buffet had limited menu,  food taste needs to be improved.   Resort is surrounded by well maintained huge lawns,  there is a old rail engine in the resort.  It has indoor activities like table tennis, air hockey, chess and carrom etc.  It has two swimming pools well maintained.   Its near to all the sight seeing places like taj mahal and agra fort.  If you want a peacful stay along with mughal royalty definitely go for this....
 </>
</q>"
164,A breather trip in the pendemic6, November 2020,Poonam Thukral,5.0,"<q class=""IRsGHoPm"">
 <>
  20-23 nov came as a pleasant luxurious tensionfree getaway to this fabulous property. Huge property with big grounds for kids to play cricket badminton, it was great to get out. Completely sanitized rooms,cutlery,plates even glasses were safe to use. Staff was very curtious and helpful  fulfilling all the needs. We were traveling with small children so the chefs took care of the little kid's food too... making khichdi, light dal for them. The food is so light healthy and tasty , be it continental or chinese or mughlai. The number of dishes were a lot.  As we entered all the bags were sanitized, temperature checked and there were sanitized at multiple points. The rooms were professionally sanitized.. with a supervisors checking all rooms... I have personally seen it. All the
 </>
 <>
  …
 </>
</q>"
165,About staff and stay at hotel., November 2020,RAJESH,5.0,"<q class=""IRsGHoPm"">
 <>
  Hey people out at Itc,  It was a pleasant stay at the hotel. I loved the ambience of the hotel and even the Manager out there Mr. RAJAT was very supportive.  I appreciate the staff who was very coporative. I am very happy with the stay at the hotel. I will recommend to people to stay at itc when visit agra.
 </>
</q>"
166,Anil, November 2020,ANIL SEN VERMA,5.0,"<q class=""IRsGHoPm"">
 <>
  Wonderful stay had delicious , variety of food and service,,F&amp;B Manager Dennis liu Chef Kavita served amazing dishes Bartenders Omveer,Gitenderand Butler Rajkumar made comfortable to extend our stay to 5days
 </>
</q>"
167,Impeccable service. Staff is amazing., November 2020,Nitin joshi,5.0,"<q class=""IRsGHoPm"">
 <>
  We spent a lot of time hanging out at the property. Very good location with huge natural gardens and great people.I  would like to highlight the sommelier Mr saurabh for his knowledge of wines and his ability to connect with us. specifically in india wine can often be hard to judge and discern due to the lack of popularity but saurabh wine knowledge and expertise helped greatly in making sure our needs were meet all around really great service and hospitality, wil definitely visit again.
 </>
</q>"
168,Heaven on Earth, November 2020,Berry,5.0,"<q class=""IRsGHoPm"">
 <>
  What a hotel, truly a heaven on earth  Amazing people, beautiful rooms and majestic white marble in the hotel covering every aspect of this gorgeous property   I m in true love with this property Such an energetic staff, always smiling and always there for you  Ankit, Poornima true ambassador of the hotel Mehak at restaurant is a queen with discipline and smile
 </>
</q>"
169,Great Hospitality, November 2020,ManishJ,5.0,"<q class=""IRsGHoPm"">
 <>
  Have been a ITC customer for more than a decade and this was my stay in a hotel post COVID and I must say that overall experience was as I would expect from ITC brand..The hospitality extended by the staff specially Ankit(DM) and Kavita(Chef) was awesome..Best place to stay at Agra..
 </>
</q>"
170,ITC Mughal Agra, November 2020,AMIT K,4.0,"<q class=""IRsGHoPm"">
 <>
  The service of ITC Mughal is really nice including the ambience. however the food was okayish.  But one intersting thing that it is a hotel that has kept employees for over 30 years and glad to have met Mr. P. mohan and Amit who had so much of experience in serving and showing hospitality.  Must vist if in Agra.
 </>
</q>"
171,Enjoy hospitality, November 2020,dhingrachirag91,5.0,"<q class=""IRsGHoPm"">
 <>
  What a fantastic stay we had in this beautiful luxury collection ITC Mughal hotel.Thankyou very much for convenient , comfortable and safe hygienic. hospitality by saurabh served us during our stay. Saurabh was deputed to me as a one point contact . for assisting me and my family .He was truly very very helpful and cooperative .He made sure to take great care of us and our needs and ur experience would not have been great without him. Will definitely visit again mostly due to his exceptional service.
 </>
</q>"
172,Excellent experience!, November 2020,shivam,5.0,"<q class=""IRsGHoPm"">
 <>
  Honestly, couldn’t have asked for more! The best two days were in the property! The staff is super respectful and in particular the duty manager Mr. Rajat was really helpful! The food here will blow your mind!  If you stay here, you are the king.
 </>
</q>"
173,Nice, December 2019,meha_gaurav,5.0,"<q class=""IRsGHoPm"">
 <>
  We loved our stay here and rooms were quite clean and up to mark. Breakfast was super and had sumptuous breakfast. Front desk staff and food service were really good. They hv big garden and morning there is amazing
 </>
</q>"
174,Excellent Property and Service, November 2020,Mahika Mehta,5.0,"<q class=""IRsGHoPm"">
 <>
  We visited ITC Mughal as a family for 2 nights. From check in to check out, every experience was seamless and the staff was extremely warm and welcoming. The property is beautiful, well maintained and well located. All services - room, cleaning, salon, front desk, restaurants - were exceptional. The hotel has taken all measures and precautions in light of covid 19 as well. We felt safe being here.  Shout out to Ajay, Shankar ji, Omveer ji and Bhim ji. They provided exceptional service and took great care of us. We highly recommend this property and would love to stay here again.
 </>
</q>"
175,"Great property, greenery, courteous staff, delicious food, overall, close to taj mahal wonderful", November 2020,annie m,5.0,"<q class=""IRsGHoPm"">
 <>
  We stayed here for 2 days with family, the trees, greenery, hygiene, room quality, food freshness and taste, huge property, just amazing. Its close to Taj mahal so we can drive there.  Courteous staff, very helpful.  Thank you for a wonderful time. Pool was closed because of covid rest everything was awesome and wonderful.  Thank you
 </>
</q>"
176,"My Stay at ITC Mughal, Agra", November 2020,Anoshk Singh,5.0,"<q class=""IRsGHoPm"">
 <>
  The hotel was busy yet social distancing was well maintained. The rooms were comfortable. The food at Peshawari was the best I've had. Special thanks to Vishwas, as he treated us with warmth and made our stay extremely comfortable. The hotel is beautiful. The staff is kind and displays a positive body language. Thanks to Gajender for an amazing breakfast and dinner.
 </>
</q>"
177,"Superb quality food,it's presentation & quality", November 2020,Ashok S,5.0,"<q class=""IRsGHoPm"">
 <>
  The well known saying that delicious food can win your heart is so very true at Mughal Sheraton when the chef is Kavitha.Her suggestions,the final delicious platter when it comes on the table deserves a photograph first. It is delicious,authentic and mouth watering. Look at the Morocco platter served with description. Thank you Kavitha. I loved the food all the time.
 </>
</q>"
178,Best mini break ever!, November 2020,Hadassah R,5.0,"<q class=""IRsGHoPm"">
 <>
  An all round impeccable experience. From the front desk reception: Ankit Manocha ,Rajat Verma, Jayant Rana, Vishwas Kapoor and Sanjoo Singh who were extremely polite and professional in attending to any request we had, to the restaurant staff Ms. Mehak who made sure we were well looked after, to the Chefs Ashmit and Kavita who prepared the most amazing food and went out of their way took cook vegan dishes that our kids absolutely loved! And last but not least, Gitendra Kumar and Umesh who made us great cocktails at the bar which was a superb way to close the day. Thank you also to all the housekeeping staff whose professionalism and care made us feel safe during this difficult period of Covid 19.
 </>
</q>"
179,Excellent stay, November 2020,Meenu M,4.0,"<q class=""IRsGHoPm"">
 <>
  First trip post covid and ITC was indeed the perfect choice.They have maintained all the safety protocols and the hospitality was as always excellent. Mr.Omveer,the restaurant manager,went out of his way to make the the stay comfortable and ensured that all our needs were met.An extremely courteous gentleman I must say.The head chef Kavita and Priya at the front desk were extremely co operative and as always,ITC seemed just the right choice. Except for some glitches in house keeping,the rest of the things were amazing. The dining experience was super great. Highly recommended.Just go there,unwind and make memories, and they would take care of the rest.
 </>
</q>"
180,Quality Service , November 2020,Vishal P,5.0,"<q class=""IRsGHoPm"">
 <>
  Food was incredible. Front desk Sanjoo was great!! Overall whole team is incredible. Room service was excellent aswell. Proper COVID precautions are taken but please encourage more people to wear mask!! People without a mask should not be entered into the building!
 </>
</q>"
181,Review, November 2020,Harris mukarram,4.0,"<q class=""IRsGHoPm"">
 <>
  Enjoyed the visit at itc mughal hotel .good  and prompt hospitality  by the staff . Especial thanks to omveer sir and rajat verma sir who made us comfortable and took extra effort to tend to our needs .
 </>
</q>"
182,Excellent Experience, November 2020,manav r,5.0,"<q class=""IRsGHoPm"">
 <>
  From a real train in back yard to lawn tennis to all thinkable precautions for COVID...they have done it all.Very memorable experience. Delicious dinner with continental, Chinese, Indian and Thai options. Jharoka e Taj is cherry on the top!!
 </>
</q>"
183,Anniversary at ITC, October 2020,Aaliya K,5.0,"<q class=""IRsGHoPm"">
 <>
  I was in Agra for my first anniversary and the team at ITC Mughal made it a very special one for us! I would like to thank Poornima from guest relations for all her efforts in making our anniversary worth remembering. Great ambience, lovely food and very courteous staff!
 </>
</q>"
184,Covid precautions and hospitality, November 2020,Mannu,5.0,"<q class=""IRsGHoPm"">
 <>
  The staff was very courteous especially Bhim who took extra care to serve us during our Diwali family break. Much recommended place for good food, comfort stay and an awesome break.  Also worth mentioning bedmi puri and jalebi breakfast.
 </>
</q>"
185,Nice Experience, November 2020,Azra,5.0,"<q class=""IRsGHoPm"">
 <>
  At first,I was a bit apprehensive of travelling with my family in COVID times,but I was pleasantly surprised to see the robust protocols being followed by the hotel to prevent transmission.Staff at the hotel are well trained to tackle all contingencies.The kitchen staff are extra careful of following guidelines while serving food.Specifically,Mobin and his team of kitchen staff are outstandingly courteous.It was an experience of home away from home.
 </>
</q>"
186,Totally recommend it, November 2020,ABR,4.0,"<q class=""IRsGHoPm"">
 <>
  Our first weekend getaway in the new normal at ITC Mughal Agra was safe and memorable. Amazed to see the efforts gone into ensuring the safety of the the guests and staff. Special thanks to Rajat and Mohan for making our stay comfortable!
 </>
</q>"
187,Hospitality to remember, November 2020,Sweta Das,5.0,"<q class=""IRsGHoPm"">
 <>
  I usually don't write reviews but this one had to be penned down. Recently I visited Taj Bano restaurant for a quick bite. The food was delicious but what stole the show was the hospitality of the staff. I travel very frequently hence encounter a lot of staff on a regular basis. But the hospitality of the staff here was top notch. Special mention - Chef kavita and chef sumit( food was yum). And bhim and kishan were incredible too.  Will definitely pay a visit the next time i am in Agra. You guys are doing an amazing job. Keep it up.
 </>
</q>"
188,Review, November 2020,Soumya Sapra,5.0,"<q class=""IRsGHoPm"">
 <>
  ITC mughal is a very authentic hotel with excellent hospitality,special mention for Mr. Rajat which we came across at the front desk  The ambiance is great. And the staff is very responsive to the guests.
 </>
</q>"
189,Excellent Hospitality! , November 2020,Nimish Gupta,5.0,"<q class=""IRsGHoPm"">
 <>
  We went for our anniversary stay at ITC Mughal and enjoyed our stay. Really appreciate the warm hospitality of all the staff. Would like to thank a few staff for making our stay comfortable and memorable- Mr. Rajat Verma, Mr. Omveer, Mr. Mohan (Taj Bano Restaurant) &amp; Mr. Sunil (Peshawri). The food was really good and service was prompt. I highly recommend everyone to plan a stay there.
 </>
</q>"
190,Enjoyed the stay at ITC MUGHAL, November 2020,Sugandha Bisht,5.0,"<q class=""IRsGHoPm"">
 <>
  My husband and I planned a 2 days trip to Agra for my birthday. After two days, while returning back home, we thought of staying for one more day so we went to ITC MUGHAL. As it was a spontaneous plan, we didn’t book our rooms. Mr. Sanjoo at the front desk really helped us out in finding the right package for us at the last moment. We got a nice Mughal chamber with pool side view which was beautiful. We had our scrumptious meals with delicious desserts at Taj Bano. The staff was so courteous and amicable.
 </>
</q>"
191,Hospitality and ambience so, November 2020,Taranveer,5.0,"<q class=""IRsGHoPm"">
 <>
  So this was an unplanned trip to Agra !! And so was our instant plan to visit ITC Mughal !!    I would really like to appreciate the staff for their hospitality , we all dined at Taj Bano Restaurant. It was a marvellous experience. Basic aspects of hospitality, there is nothing which we din feel. So much of warmth, politeness and positive attitude of the staff, it was incredible. I would really want to put down names of Chef Kavita, Chef Sumit, Ankush, Bhim Ji and Kishan Ji, you guys rock.   Welcoming a guest and taking care of their needs, one should actually learn from you guys. It was indeed a wonderful experience for 3 of us to cherish always and I will see you guys soon again.
 </>
</q>"
192,Authentic Hospitality !!, October 2020,SushiChop,5.0,"<q class=""IRsGHoPm"">
 <>
  Mughal is a very authentic hotel and the staff have been well trained and are extremely responsive to its guests. I would not hesitate to book here again whenever I came to Agra and would recommend this establishment without reservation to anyone desiring to stay in a hotel with more than a touch of class. It would be remiss of me not to give a special thanks to Mr. Sanjoo and who was of particular assistance when my wife and I were desperate to get some last minute computer assistance before leaving and Mr. Vinay for a smooth departure. If I had one complaint about the hotel it would have to be that we only stayed one night. It is a pity that the hotel did not warn us that we would have enjoyed our stay so much!!!!!
 </>
</q>"
193,Good food delivered!, September 2020,GeeB,5.0,"<q class=""IRsGHoPm"">
 <>
  Had ordered food for my mother’s birthday during these crazy times and it was prepared and delivered with utmost care. They had a great meal, thanks to Master Chef Rajveer Singh and Mr. Basu. This is going to be my go-to place for having food delivered to my senior citizen parents till the virus craziness gets over.
 </>
</q>"
