,caption,date,customer,rating,transcript
144,Perfect hospitality, December 2018,siddharth s,5.0,"<q class=""IRsGHoPm"">
 <>
  Our stay was great! The room and bathroom is beautifully updated and very cozy.Room was nice size and done in the heritage style., Service was excellent . Bed was comfortable, food was good. would stay there again. friendly staff!!
 </>
</q>"
145,Excellent Hotel for a comfortable stay, December 2018,Sachin Rathore,4.0,"<q class=""IRsGHoPm"">
 <>
  Visited to this hotel on Dec 2018. The hotel is very good. Location, their staff &amp; quality of food &amp; rooms cleanness was awesome. I really recommend this hotel to all travellers who are planning to spend some time in Agra.
 </>
</q>"
146,Beautiful & luxurious best hotel, December 2018,Surendra Singh F,5.0,"<q class=""IRsGHoPm"">
 <>
  We stayed here for two night and really enjoyed the spacious room and wel maintend and cleen &amp; beauty full facilities with an excellent menu for dinner and break fast was excellent and help full staff.
 </>
</q>"
147,"Old world charm, not clean though", December 2018,sarlarao,3.0,"<q class=""IRsGHoPm"">
 <>
  Let me first list the plus point- extremely large rooms, lovely old furniture and decor. Garden space. Mesmerising evening dance performance by the poolside. Now the downside, the linen is dirty, water is salty, rest rooms are not maintained well, food below average. Staff is sweet and helpful. We stayed 2 nights and our room was facing the pool, which most rooms are. The second night has a wedding reception by pool side and the noise was too much for others. Went on till 11.00 pm and loud guests roaming around our room was not pleasant. Food is below average and pricey. Too far from Taj Mahal.
 </>
</q>"
148,"Nice character, very noisy", December 2018,Freddie1203,1.0,"<q class=""IRsGHoPm"">
 <>
  The pictures look amazing however you really need a soundtrack to them.  The hotel is quite far from the Taj Mahal and is on a very busy main artery into Agra.  The rooms are spacious but very dated and at all up to today standards especially in the bathroom.  You get woken up at 5am by the mainly nearby mosques.  The breakfast is very basic and the led lit room reeks of oily kitchen smell. Staff is grumpy and WiFi does not work well.
 </>
</q>"
149,Beautiful and luxurious surroundings, December 2018,Ida A,4.0,"<q class=""IRsGHoPm"">
 <>
  We stayed here for two nights, and really enjoyed the spacious room, beautiful garden and pool area.  The buildings are well maintained in old colonial style, and the staff is very friendly.  It was a bit cold when we were here, so unfortunately we did not get the most out of the garden and pool, but both are well kept and look great.  Disclaimer: we stayed here at a discounted rate through booking.com, and had we paid full rate we might have expected a bit more, but for the price we paid it was more than living up to our expectations. Getting to and from is easy.  The restaurant is slightly overpriced, but very good.  Great entertainment, dancers, music and puppeteer in the evenings.  All in all a worthwhile experience and good to reload in the hustle and bustle of Agra, in
 </>
 <>
  …
 </>
</q>"
150,Wonderful heritage hotel, December 2018,Soniadmr86,5.0,"<q class=""IRsGHoPm"">
 <>
  Beautiful hotel in a convenient location. Excellent staff and dancers who performed for our entertainment. Clean, beautiful facilities, with an excellent menu for dinner and breakfast. Shower a little warm, not very hot.
 </>
</q>"
151,Henna., December 2018,paula1999333,5.0,"<q class=""IRsGHoPm"">
 <>
  A girl who is called Savya is a really good henna artist. Also she's so nice,lovely and kind. If you go to the hotel, defenitely you should ask for her and have one amazing henna like mine in your hand. It's totally worth it.   Thank you so much Savya for everything, but especially your talent!  Paula.
 </>
</q>"
152,nice, November 2018,zander newman,5.0,"<q class=""IRsGHoPm"">
 <>
  spacious room. had a tv. backdoor led to the swimming pool. big bathroom. nice shower. had a bath. restaurant was a bit expensive (for india) as it was the same price as a mid tier restaurant in europe. in spite of this, it was pretty good curry. pool was too cold though. and small.
 </>
</q>"
153,Heritage and hospitality come together!, December 2018,Sudeshna D,5.0,"<q class=""IRsGHoPm"">
 <>
  We stayed at the Grand Imperial for 2 nights and it was fantastic. Given that this is Agra, the old world charm of this hotel was beautiful. We got an upgrade in our room and stayed in the Noorjahan Begum suite. The room was beautiful and very tastefully done. The view of the pool from the room was an added bonus. The restaurant offered a good spread for the breakfast buffet. While the food was average, the hospitality and attention of the staff was truly appreciated. The hotel has a great location, lovely view of the garden or the pool and the complimentary dance, mehendi, and puppet show was a nice surprise too. We would recommend this hotel for sure.
 </>
</q>"
154,Hospitality at its Best, December 2018,Sanchit4,5.0,"<q class=""IRsGHoPm"">
 <>
  Stayed here with Family for 1 night. Peaceful stay, royal feeling, spacious rooms with all modern amenities. Ground floor rooms are great for garden and pool view both. Loved the traditional welcome. Staff here is very helpful and courteous. Evenings are great here with classical dance performance and puppet shows and live music at dinner is cherry on the cake. The Property is very well maintained. Food is excellent except the breakfast menu, where they need slight improvement.  Overall i would love to visit again to this great property with such a awesome staff. Staff is something which makes me give this Hotel 5 star rating
 </>
</q>"
155,Beautiful Edwardian splendour at a reasonable price, May 2018,Anselm E,5.0,"<q class=""IRsGHoPm"">
 <>
  This was a beautiful Edwardian-era hotel, unspoilt, with marvellous greens and quads for sitting out and afternoon drinks, very helpful and friendly staff, swimming pool, and excellent restaurant for breakfast and dinner, all very reasonably priced. Well located and an oasis of calm. Highly recommended.
 </>
</q>"
156,Hotel that doesn't care about you!, December 2018,Swati,1.0,"<q class=""IRsGHoPm"">
 <>
  I booked to stay at the Grand Imperial but had to cancel last minute due to my child's ill health. The hotel had been communicating with me over email but did not even respond to my mail requesting them to let me cancel due to a situation I had no control over.  It wasn't about being charged for the stay without staying (Including taxes et al), it was about the shoddy attitude of a place that I am glad I didn't go to.I am taking it personally because its the hospitality industry and there is no courtesy and that bothers me!  Terrible.
 </>
</q>"
157,Birthday trip for my father , November 2018,glitterbug456,4.0,"<q class=""IRsGHoPm"">
 <>
  As part of our trip we stayed in this beautiful hotel . It is a splendid setting and you get a feel for what it must of been like back in the day . The staff were attentive and the young man in the check in desk was most helpful in sorting out tickets for visit to taj Mahal . But have to say the hi Light was the lovely young lady who provided the  complimentary henna . She is  a credit to the hotel , utterly charming and made tour stay at the Imperial more special  . My 80 year old father ( whose birthday trip it was) had trouble with our bathroom as was a steep step into bath to shower and system was tricky to use .  Breakfast BV was nice and evening meals were ok . A relaxing setting to get away from city bustle . But thank you for a lovely stay and again to the young lady who
 </>
 <>
  …
 </>
</q>"
158,Very nice hotel, November 2018,Explorer18114063044,5.0,"<q class=""IRsGHoPm"">
 <>
  The hotel is very nice ...the rooms and clean n tidy ...the staff is very helpful .....the food was also good we loved our stay at this hotel and recommend it for your visit . If u come to agra a must stay hotel
 </>
</q>"
159,"Gorgeous room, great restaurant!", November 2018,REALLYMR&MRSSMITH,4.0,"<q class=""IRsGHoPm"">
 <>
  We only had one night in this delightful hotel but we loved the comfort and uniqueness of our room.    The welcome we received was very warm, with a short tour of the grounds and up to the roof for a glimpse of the Taj.  Our room was spotlessly clean and beautifully decorated.  The shower was good and bathroom well lit.  We enjoyed our evening meal and breakfast, served by attentive waiting staff.  An event was taking place in the garden in the evening which did delay our dropping off to sleep, but once asleep we remained undisturbed till morning.  I felt The Grand offered good value for money.
 </>
</q>"
160,A magic place, November 2018,Dandelion D,5.0,"<q class=""IRsGHoPm"">
 <>
  This place is simply amazing. 110 years of history, and everything is as authentic as it can be. It really feels like going back to the last century, the ambience is wonderful, the staff is really attentive and helpful, the building is extremely well looked after, clean, and simply magic. The restaurant is wonderful and it offers outstanding food during the day and a rich and varied breakfast. The rooms are beautiful and original in their decoration. It really feels like time stopped here and there's certainly something magic in this place. We stayed two nights and we're glad we extended our stay, as this is not just a hotel to sleep and go, it's an experience in itself that would need at least two nights and some time in the garden and in the premises to be fully appreciated.
 </>
</q>"
161,Beautiful old world charm and character, November 2018,Richard Jones,5.0,"<q class=""IRsGHoPm"">
 <>
  This is a gorgeous and charming hotel with style and elegance. It’s a bit like stepping back into a different era, with service to match from lovely attentive staff who can’t do enough for you. We had two Chamber of Prince rooms which I would highly recommend.  If you are looking for a stay in Agra and want to avoid the dullness of the large hotel chains then this is the place. Prices are exceptionally reasonable as well.
 </>
</q>"
162,BEAUTIFUL, November 2018,vicjay160992,5.0,"<q class=""IRsGHoPm"">
 <>
  Stayed here for 3 nights and enjoyed every minute from the traditional dancing at the back of the hotel to the puppet show in the front.   The staff were all friendly and very accommodating.  The restaurant and musicians was a great place to eat and chat at the end of an exhausting day and the spa was just the ticket.   Madhu and her staff were amazing nothing too much trouble...she really is a credit to this hotel.   The hidden gem is Sahaya on reception she remembered us from last time and went out of her way to get us the room we had previously on the ground floor backing onto the pool.   She makes everything seem so simple nothing too much trouble.   If we are lucky enough to return to Agra I would have no hesitation in returning to this hotel.   Thank you for an amazing
 </>
 <>
  …
 </>
</q>"
163,Old colonial splendour, October 2018,Karl M,5.0,"<q class=""IRsGHoPm"">
 <>
  Rooms are really lovely.. Big balcony walkways overlooking pretty gardens..  We were upgraded to lovely rooms... A real oasis amidst the busy streets of Agra.. Lovely welcome with flowers and extremely helpful with onward travel..  We hired the hotel recommended Tuc Tuc driver `Jonny Vegas` for the day, who took all five of us everywhere for the whole day.. Pretty reasonable.. Funny, nice guy.. Pool was good to cool off after a busy day and very clean rooms.. One of our favourite hotels in our two weeks in India! Good food with music throughout, with a very charming Indian feel...
 </>
</q>"
164,Superb!, October 2018,Paradise640751,4.0,"<q class=""IRsGHoPm"">
 <>
  For a traditional haveli stay, this is your place to be! Excellent customer service! From the welcome to the check out, I can’t think of a single thing that wasn’t to our comfort. Do stay here to know what it feels like to be a maharaja for a day!
 </>
</q>"
165, borderline 3star hotel, October 2018,Listya W,2.0,"<q class=""IRsGHoPm"">
 <>
  Stayed here for 2 nights in Agra before our flight back to UK. Hotel room was nicely decorated, somehow old and eerie though. Bathtub’s overflow pipe was leaking. There was dancing event in the night we were there and it was nice. Staff were also friendly.   The puppet show was so funny. The 7 minutes of happiness. Totally recomended to see the puppet show. Restaurant is no no!! Best to avoid, as the food wasnt great, plates were dusty and I always had to wipe my plate first with napkin before putting food in it. Restaurant table cloth needs washing. It just felt so unwelcoming.   When we ordered a taxi service to delhi, the driver namely Imran, was not wearing seat belt all the way until reaching Delhi (there are cops in delhi that do fine the driver if he doesnt wear seatbelt)
 </>
 <>
  …
 </>
</q>"
166,3rd time still a charm, November 2018,Melanie S,5.0,"<q class=""IRsGHoPm"">
 <>
  I've been here 3 times across 7 years. This hotel has become better and better. Beautiful heritage hotel with elegant interior design. Customer service is wonderful. Staff were charming and polite and always helpful. Staff were just happy to speak to us regardless of whether they were being tipped or not. I'll definitely be coming back here to make it a 4th time. Why would you stay in a boring clinical western style hotel when you have the Grand Imperial available?! :D
 </>
</q>"
167,One of the best Hotel in Agra, September 2018,Pdp-Kumar,5.0,"<q class=""IRsGHoPm"">
 <>
  Stayed here multiple of times. They are one of the best hotel in agra. Decent heritage property, Nice pool and garden area.  People at reception and restaurant pays attention to every of their guest request. Staff is good and courteous.   Rooms and room service is good, Food is brilliant at day time but if you need something at late night after 12 am you may be disappointed but over all its good.  This is couple, family friendly hotel. It is close to Sadar Bazaar, Taj Mahal and Railway station.   I will recommend everyone to stay here for peace, tasty food and cooperative staff.
 </>
</q>"
168,Heritage is showing its age, October 2018,John L,3.0,"<q class=""IRsGHoPm"">
 <>
  First impressions when you arrive we’re perhaps disappointed by the ‘aged’ level of facilities for what could be areal gem. Staff were really helpful and eager to please but often didn’t deliver. Some stafff management training perhaps?. Rooms situated under a conference did not help with a good nights sleep which could have been anticipated and planned for the hotel not being full. Swimming pool was great but only 4 sun beds!!! This could be a real gem but needs updating within its colonial heritage ala the Hevali chain.
 </>
</q>"
169,Welcome change!, October 2018,Abhijeet,4.0,"<q class=""IRsGHoPm"">
 <>
  Stayed there for a night. Was a good change from the regular chic and modern hotels that we are used to. All props and items inside rooms present an old style charm. The open lawns and swimming pool provide excellent area to laze around in winter afternoons. My son was very exited with puppet show. Ms Sandeep from front dest needs special mention for her professionalism and politeness. Food prices were astronomically high...even more than top five star hotels.
 </>
</q>"
170,Warm welcome in a lovely heritage hotel, October 2018,Gbrux,4.0,"<q class=""IRsGHoPm"">
 <>
  We only had one night here and although the rooms were fairly basic, would definitely go back.  This heritage property is wonderful, full of antiques, with a lovely pool and gardens.  I had my hand hennaed by the lovely Sabiya (offered by the hotel) and was complimented on it time and time again by locals over the rest of the trip.  My only regret is not trying one of the spa treatments which were extremely well priced and a great choice - these were all much more expensive at the other hotels.  We had dinner at the hotel and thoroughly enjoyed it served around the pool.
 </>
</q>"
171,Heritage where service counts, October 2018,RonC4624,4.0,"<q class=""IRsGHoPm"">
 <>
  This is a heritage hotel: provides most facilities in a traditional setting: if you want a brash modern hotel this is not for you.  If you want a sense of being valued, where people go out of their way to try and help you, this is for you.  The Good: Great welcome Service above and beyond - they tried to assist in every possible way: setting up wi-fi, TV/Satellite (system upgraded); Lovely grounds to view, or if you want to sit out; Comfortable rooms and beds; quiet - no trouble sleeping; good aircon.; Good, reasonably fast, FREE, wi-fi - helped by many routers Wide range of choice for breakfast buffet; good food for other main meals;  The Less Good: The fittings all work but look a little dated [BUT heritage]  The bad: No safe in room; the main hotel safe could not fit my
 </>
 <>
  …
 </>
</q>"
172,"Heritage Charm, Old Fashioned Comfort", October 2018,MEKW1,4.0,"<q class=""IRsGHoPm"">
 <>
  This is a charming heritage hotel conveniently located close to the major attractions e.g. the Taj Mahal. The rooms are clean with high ceilings, solid mahogany furniture, embroidered bed covers and traditional bathroom fixtures. A central  garden courtyard adds an air of serenity to the hotel and in the evening, a very sweet young lady, Sonya, paints henna decorations on your hands and arms, and two brothers put on a very entertaining puppet show. The bar is a trifle small, doesn't actually contain a bar, and is more a sitting area. Instead, the (rather limited) drinks are mixed in the kitchen and brought out to be served. The dinner menu is also limited but the food tasty. Service is very good from the front desk to housekeeping and the serving staff. We thoroughly enjoyed our
 </>
 <>
  …
 </>
</q>"
173,Close to the Taj Mahal. , September 2018,Clg53,5.0,"<q class=""IRsGHoPm"">
 <>
  This hotel is perfect for those visiting the Taj Mahal as it’s about a ten minute drive away which is very important for sunrise/sunset visits. A warm and welcoming staff and a beautiful room with genuine Indian paintings and furniture made a very comfortable stay. I must mention the restaurant as although we only spent one night there the food was absolutely delicious and very good value. We would definitely recommend this hotel which is so comfortable and well placed for visiting the Taj Mahal.
 </>
</q>"
174,The not so grand Imperial , October 2018,RickMelvill,2.0,"<q class=""IRsGHoPm"">
 <>
  Having read about the history of the Grand Imperial (and none of the negative reviews 😳) our high expectations were met by the first view of the elegantly colonnaded courtyard. It starts to get a bit scary as you enter the reception ‘lobby’. One cannot imagine a dowdier arrival space. The staff however were fine . Our room 211 had a loose tile on the floor , the bathroom felt a refurb should have happened a decade ago (the shower worked , the bath tap didn’t). The art of the hotel room is giving the illusion to the guest that they are the first . You don’t want them getting into the bed wondering who slept in it last night etc . Our room failed us in this respect . We didn’t have dinner there but the breakfast was as bleak as the decor in the room and everything felt very used:
 </>
 <>
  …
 </>
</q>"
175,Amazing heritage property in Agra, October 2018,mukul91086,5.0,"<q class=""IRsGHoPm"">
 <>
  So I visited Agra this time for my official meetings. I had my meeting in Grand imperial. What an experience in such a heritage hotel.. who has not stayed in this hotel from our first prime minister to President of different nations.  Always recommended.
 </>
</q>"
176,In Lap of luxuries & Heritage, October 2018,saranshtravel,4.0,"<q class=""IRsGHoPm"">
 <>
  I stayed here with my wife and opted for chamber of princess room as per price it is a property with heritage touch well mantained, clean and spacious, breakfast is good wheelchairs accessible staff is cooperative and friendly, have puppet and folk dance shows.free hena for ladies but the lady who applies hena was very arrogant overall experience was good but need to add more evening activities
 </>
</q>"
177,What a wonderful oasis, September 2018,watermeloncottage,5.0,"<q class=""IRsGHoPm"">
 <>
  I unfortunately  only  spent  one  night at this  hotel. I loved it! I have already decided  I will  return  for  a longer  stay. The rooms (I took a suite as did my friend) were great and extremely  roomy. At my front door was a beautiful  garden and lawn with tables, chairs and parrots and chipmunks scurrying around. At my back door a very nice pool area. From entering the reception you stepped into another time. Original furnishings and that great used smell that told you it was all authentic., were wonderful. The property reminded me of Singapore's Raffles Hotel before it was renovated. Anyone  looking for a shiny  hotel with 24 hour coffee shops stay away. Nostalgic  and romantic souls are the ones who will love it. I arrived with a friend who was quite ill. The staff was
 </>
 <>
  …
 </>
</q>"
178,Most Amazing Hotel in all of India, March 2018,Bubblybee_13,5.0,"<q class=""IRsGHoPm"">
 <>
  When I checked into this hotel I felt like I had travelled back to the time of the Maharajahs, it was so beautiful.  The room was amazing with such comfortable bed, plenty of room and a wonderful bathroom.  The door lock was something to behold but once I had mastered it, it was fine.   Service was very attentive and we had tea on the lawn with a special birthday cake made for my friend.  Food was excellent and all in all, I just did not want to leave.  I would highly recommend this hotel.
 </>
</q>"
179,"Slightly overrated, but overall ok!", April 2018,sakochif,3.0,"<q class=""IRsGHoPm"">
 <>
  We stayed here for 2 nights in April 2018. The hotel overall was nice and charming, with a lovely little garden, and an ok pool.  There are lots of areas of improvement, most notably during check-in and check-out; the reception employees were not very welcoming, and seemed rather ""annoyed"".  The room was spacious and nice. Breakfast was relatively ok, but the restaurant's food was horrible. Overall, we found it is pricey given the quality / service provided there.
 </>
</q>"
180,Heritage is a fancy name for Old and lack luster service., August 2018,David L,2.0,"<q class=""IRsGHoPm"">
 <>
  We stayed 1 night at this hotel, while the room decor was nice and period, the bed was comfortable all though a bit hard for my liking.  The bathroom was quaint, but the bath needed to be re treated, it was stained and dirty looking.  The Breakfast was average and in fact a bit plain compared to what we had discovered else where.  The location is not to bad, there is a lot of traffic noise but that is to be expected, but what really let this hotel down was the following, The Swimming Pool was green, and had not been working for some time There was no Hot water in our room so after contacting the staff they seemed to turn it on, and told us that we would have hot water in a while, well after about 1 hour it was still not hot so we had a cold shower at night, but luckily for us it
 </>
 <>
  …
 </>
</q>"
181,Heritage charm !, July 2018,Sanchit Rai,5.0,"<q class=""IRsGHoPm"">
 <>
  A visit to the Taj Mahal should be complimented with a royal stay ! Everything about this place will take you back in time. No wonder, the spacious rooms carefully filled with wooden furniture and beautiful decor, the garden, restaurant's rich and tasty food, bar and swimming pool made us stay inside the property till the wide spread breakfast buffet next morning, after which we will go and see the Taj Mahal. Royal hospitality that was there 100 years back for the Britishers still kept well and operating as per today's standards for us to visit was an exclusive experience. This choice made the weekend trip more memorable for us. Kudos to the team.
 </>
</q>"
182,Lovely heritage experience , August 2018,Halamufeez,4.0,"<q class=""IRsGHoPm"">
 <>
  Enjoyed our stay in this heritage hotel Very much well maintained Very good wifi Delicious food Friendly and helpful staff  Couple of comments for improvement: 1- shaded/covered entrance for rainy days Was rainy when checking in and had to walk under rain with luggage 2- hot water takes ages to start coming ( if it comes) 3 - shower curtains to be replaced with glass or cleaned more frequently ( brownish edges)  Excellent value for money!
 </>
</q>"
183,Like walking back in time, August 2018,Dai A,5.0,"<q class=""IRsGHoPm"">
 <>
  It’s lovely here.  It’s A little bit dated but non the less wonderful! You wouldn’t want it refurbed because the datedness is part of the loveliness but if you are after a powerful shower and a bright modern bathroom don’t stay here! But if you want a little bit of a glimps into imperial England in India you will like it here! Dark oak furniture, old time memorabilia and very courteous staff.  About 20 mins from the Taj Mahal in a tuk tuk x
 </>
</q>"
184,Tourism, August 2018,Rita B,5.0,"<q class=""IRsGHoPm"">
 <>
  This hotel is not just an hotel but an experience and a travel back in time.  The rooms are beatifully furnished and very confortable. The breakfast has all the options at international and local cuisine. Staff is competent and so welcoming, making one feel at home.  To visit Taj Mahal you will have to get transportation.
 </>
</q>"
185,great heritage from great period, August 2018,_riet_bertels,5.0,"<q class=""IRsGHoPm"">
 <>
  it was an honour as a common person to sleep in the same hotel as the great Jawaharal Nehru, the sjah of Iran and other historic important persons in the rich history. The staff is very friendly and helpfull. We had a great time there
 </>
</q>"
186,Comfortable and caring , August 2018,roelgrol,4.0,"<q class=""IRsGHoPm"">
 <>
  We stayed two nights in this comfortable hotel, located only some 5 kilometres away from Taj Mahal. Every member of the staff did his utmost to assure a lovely stay. The chef of the restaurant prepared vegetarian Indian dishes especially for us: vegetable kebab and vegetables in red sauce of tomatoes and cashew nuts. Delicious! To summarise: comfortable and caring. Next to this, I really enjoyed the outdoor swimming pool.
 </>
</q>"
187,An Awesome Heritage Experience!, September 2017,asmitalaskar,4.0,"<q class=""IRsGHoPm"">
 <>
  This property offers beautifully decorated rooms stacked with old heritage furniture. The decor provides you with an ethnic experience. Room are spacious, comfortable and very clean. Buffet served at the restaurant is great. The lawns, swimming pool etc. are beautifully done. We visited this place with some of our friends and had a wonderful time together. I will surely recommend this place to all.
 </>
</q>"
188,It was pleasant stay, August 2018,Vishwdeep P,4.0,"<q class=""IRsGHoPm"">
 <>
  Hotel is quite spacious with friends staff.  Room's are very beautiful with royal feel. Bathroom is aslo clean and big. Easy to reach from yamuna expressway. Food is costly . Not much option for veg person
 </>
</q>"
189,Blissful escape , July 2018,Zoë P,5.0,"<q class=""IRsGHoPm"">
 <>
  Me and my husband stayed here my only regards is we didn't stay longer.   We found that experience wonderful from the moment we entered the hotel grounds. It was hard to leave and explore India.  Staff are professional and friendly, they bend over backwards to help.  Our room was delightfully decorated to a high standard in tasteful India style. The bathroom was clean and modern, with lovely miniature toiletries.  AC was brilliant.  The hotel grounds are well maintained and although we didn't get a chance to swim the pool looks inviting.  The breakfast has plenty to offer and staff are at hand to cook you anything you fancy.  Evening meals are also available.  This hotel is gated (with guards) so your small children could explore the grounds safely.   Such a magical stay we wish
 </>
 <>
  …
 </>
</q>"
190,Short but enjoyable stay, March 2018,Behmah,5.0,"<q class=""IRsGHoPm"">
 <>
  2 girlfriends and I stayed in a room on the top level. We were given a cot for one of us. The room was nice, modern furnishings. Black out curtains allowed us to have a nap after our sunrise Taj Mahal visit. We had a pretty funny check in experience, because the staff were nice and we were all in a silly mood. Breakfast was nice also. Unfortunately it was a short stay for us, but would recommend to others.
 </>
</q>"
191,Surprise Hospitality and facility, July 2018,mtubaerrt,5.0,"<q class=""IRsGHoPm"">
 <>
  The entire experience was first class from start to finish. I cannot recommend this place enough! The staff were incredibly friendly and attentive and went above and beyond the call of duty for a solo female traveler. Make this your destination spot if you're looking for a safe, clean, comfortable getaway from the hustle and bustle of busy agra.
 </>
</q>"
192,Stunning place to stay, July 2018,Paula R,5.0,"<q class=""IRsGHoPm"">
 <>
  We stayed for 1 night here. The rooms were large and had a regal feel. The staff were fantastic! The food in the restaurant was delicious.  They offer free henna tattoos. The pool was large and very inviting. Would definitely loved to have stayed longer.
 </>
</q>"
193,Wonderful , July 2018,narendra k,5.0,"<q class=""IRsGHoPm"">
 <>
  One of my best experience in Agra free pick up from Agra cantt Station driver was waiting every this was taken care of according to manager commitment break fast was good location centralised value for money
 </>
</q>"
194,Elegant luxurious stay, July 2018,Travel228526,5.0,"<q class=""IRsGHoPm"">
 <>
  Very elegant place with an excellent and professional service. A little bit expensive as well as any other hotel in Agra. I just didn't like that showering water was very salty that it's not even pleasant to wash off the toothpaste. Food there is delicious
 </>
</q>"
195,Excellent for money, June 2018,pip2246,5.0,"<q class=""IRsGHoPm"">
 <>
  On arrival I received a lovely welcome and I paid for my 3 nights. Then realised they had charged me under a previous booking that I had cancelled and rebooked again at a lower price. No problem refund done and charged new price however think they tried to change my room as the one they had given me was an upgrade pool room. Anyway I ended up in that room and was pleasantly surprised for what I had paid. Beautiful grounds and very old style colonial building. Room was very large and bed was comfortable. Opened up onto pool area. Being honest the rooms and pool could do with some attention. Need more attention to cleaning and pool really needs a deep clean and maintenance. If I had paid full pricing I may have been disappointed but for the price it was great.
 </>
</q>"
196,#1 Reviewer, May 2018,Lionsmaine,4.0,"<q class=""IRsGHoPm"">
 <>
  GOOD - Great old fashioned rooms, good swimming pool, warm, towels and very private.  Wi fi, Bed room had character, 2 air conditioners and ceiling fan, complimentary water.  Had Tea in garden nice :) secure compound with security. Restaurant food was ok  BAD - STAFF SAW ME IN SWIMMING POOL AND THEN 20 PLUS STAFF MEMEBERS CAME OUT TO LITTER PICK AROUND THE POOL AND CLEAN THE POOL.  THEY WERE VERY LOUD YELLING ETC.  I did not appreciate that.   Shower was no good, reception was slow.  3 Power outages and when sat in restaurant was sat in dark couldn't see.  Staff hovering around when eating, I hate that.  They placed a child next to me who was screaming.  The restaurant was empty why put everyone together let alone a annoying child next to a solo male traveller.  Despite tall
 </>
 <>
  …
 </>
</q>"
197,Disappointing, June 2018,Jeremy R,2.0,"<q class=""IRsGHoPm"">
 <>
  The most expensive hotel on our trip but the least satisfactory. The rooms were a bit shabby. It was overall a bit tired. The restaurant wasn't great. Not terrible just a bit disappointing. We did have a good massage though.
 </>
</q>"
198,Honey moon: India Run, March 2018,IB0511,5.0,"<q class=""IRsGHoPm"">
 <>
  We love the hotel!!! Really We spent 9 days in India for our honey moon. From Old Dehli up to Jaipur. it was a magnificent 520 road trip! from Old Dehli up to Agra, to see the beautiful and famous wonder the TAJ, and picking up some  nice leather goods, up to Mathura where the birthplace of Holi originated going up north to Rajasthan to see the romantic and historical Jaipur. The Amber Fort and Amber palace ... such a beautiful construct. a lot if activities we took part while staying there, regular day tour, purchasing gem stones, elephant painting.
 </>
</q>"
199,Lovely traditional hotel, June 2018,James F,4.0,"<q class=""IRsGHoPm"">
 <>
  Nice hotel, with plenty of character. The room was spacious and clean. The only downside is the bed wasn’t the most comfortable. Staff were very helpful and friendly.   It’s about 15 mins from the Taj and the fort but it’s easy to get a tuk tuk outside the hotel.
 </>
</q>"
200,For several resons but one in particular, May 2018,Val G,1.0,"<q class=""IRsGHoPm"">
 <>
  When we drove through the gates the gardens and the exterior of the building looked good, but apart from the pool area, that was where it finished for us.  Our driver had just driven 5 hours non stop and I invited him in to the hotel to have a cold drink whilst we checked in.  He was made to feel extremely uncomfortable and the Manager said somethng to him and from the look on our driver's face it wasn't pleasant. We asked him to translate but he refused, drank his drink and left.  I suspect he was told to drink it quickly and go!  We were then shown to our suite on the first floor. I knew I had made a mistake when we were shown into a very shabby, dirty lift.  The room itself was acceptable but the furniture was old and had seen better days.  The restaurant was dark and dismal
 </>
 <>
  …
 </>
</q>"
201,Lovely Heritage Property, May 2018,Adele_QuestManager,4.0,"<q class=""IRsGHoPm"">
 <>
  Worth the upgrade to suite, large rooms that open out the pool on the ground floor.  Lovely grounds.  Service a bit lacking - drinks in the garden etc.  Little bit away from main area in Agra but we had a driver so okay for us.
 </>
</q>"
202,BEST HERITAGE HOTEL IN AGRA, April 2018,siddharth s,5.0,"<q class=""IRsGHoPm"">
 <>
  5 star plus experience!! on arrival we got  welcome drink. The rooms were huge &amp; well maintained. Food was amazing. Staff are lovely and the gardens are beautiful. The whole experience was lovely and I didnt want to leave after our one night booking. Thanks so much for the effort you put in!!. I had a wonderful time staying whilst in Agra and I would recommend to anybody. Also not far from the Taj!
 </>
</q>"
203,Best Heritage Hotel in Agra, April 2018,Manveer S,5.0,"<q class=""IRsGHoPm"">
 <>
  i came first time to the property , when we enter the property it was awesome . Looks like a palace with British touch.Food was very nice and delicious. Warm welcome with garland and tikka. Swimming  pool is very clear and such a quite place.
 </>
</q>"
204,Best heritage hotel i have stay, April 2018,Amar C,5.0,"<q class=""IRsGHoPm"">
 <>
  i stay in hotel grand imperial agra with my family and i found best of services of the hotel staff is very helpful. room was very good it's look like you are sating in a MAHAL. food was awesome. one must stay in the hotel.
 </>
</q>"
205,Nice heritage hotel and good food, February 2018,Y5618VQclaire,5.0,"<q class=""IRsGHoPm"">
 <>
  The rooms and suites are nicely designed and decorated, you feel like sleeping in a royal palace. The food at  the restaurant is very good, the breakfast buffet also the staff was very helpful, they even re-open the kitchen for us as we arrived very late and did not had dinner yet. There is also a small swimming pool
 </>
</q>"
206,This hotel don't have descent cable connection , April 2018,Dr Ashish G,3.0,"<q class=""IRsGHoPm"">
 <>
  4.3 rated hotel but outdated local cable connection with lots of disturbances.  What would have happened if would have come with my family n kids you better know. Look the quality of cable in my video.
 </>
</q>"
